symbol,name,exchange,asset_class,status,tradable,fractionable,shortable,marginable,easy_to_borrow
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),NASDAQ,us_equity,active,True,True,True,True,True
JBHT,"J.B. Hunt Transport Services, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
JBLU,JetBlue Airways Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
JBSS,"John B. Sanfilippo & Son, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
JD,"JD.com, Inc. American Depositary Shares",NASDAQ,us_equity,active,True,True,True,True,True
JEPQ,J.P. Morgan Exchange-Traded Fund Trust JPMorgan Nasdaq Equity Premium Income ETF,NASDAQ,us_equity,active,True,True,True,True,True
JJSF,J & J Snack Foods Corp. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
JKHY,"Jack Henry & Associates, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
JOUT,Johnson Outdoors Inc. Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
JOYY,JOYY Inc. American Depositary Shares,NASDAQ,us_equity,active,True,True,True,True,True
JRVR,"James River Group Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
JYNT,The Joint Corp. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
KALU,Kaiser Aluminum Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
KALV,"KalVista Pharmaceuticals, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
KARO,Karooooo Ltd. Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
KBWB,Invesco Exchange-Traded Fund Trust II Invesco KBW Bank ETF,NASDAQ,us_equity,active,True,True,True,True,True
KBWD,Invesco Exchange-Traded Fund Trust II Invesco KBW High Dividend Yield Financial ETF,NASDAQ,us_equity,active,True,True,True,True,True
KBWR,Invesco Exchange-Traded Fund Trust II Invesco KBW Regional Banking ETF,NASDAQ,us_equity,active,True,True,True,True,True
KBWY,Invesco Exchange-Traded Fund Trust II Invesco KBW Premium Yield Equity REIT ETF,NASDAQ,us_equity,active,True,True,True,True,True
KDP,Keurig Dr Pepper Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
KE,"Kimball Electronics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
KELYA,"Kelly Services, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
KHC,The Kraft Heinz Company Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
KIDS,OrthoPediatrics Corp. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
KLAC,KLA Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
KLIC,"Kulicke and Soffa Industries, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
KLTR,"Kaltura, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
KLXE,"KLX Energy Services Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
KMB,Kimberly-Clark Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
KNDI,"Kandi Technologies Group, Inc. Ordinary Shares",NASDAQ,us_equity,active,True,True,True,True,True
KNSA,"Kiniksa Pharmaceuticals International, plc Class A Ordinary Shares",NASDAQ,us_equity,active,True,True,True,True,True
KOD,Kodiak Sciences Inc Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
KOPN,Kopin Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
KOSS,Koss Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
KRNT,Kornit Digital Ltd. Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
KRNY,Kearny Financial Corp Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
KROS,"Keros Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
KRRO,"Korro Bio, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
KRT,Karat Packaging Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
KRUS,"Kura Sushi USA, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
KRYS,"Krystal Biotech, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
KSPI,Joint Stock Company Kaspi.kz American Depository Shares,NASDAQ,us_equity,active,True,True,True,True,True
KTOS,"Kratos Defense & Security Solutions, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
KURA,"Kura Oncology, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
KYMR,"Kymera Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LAKE,"Lakeland Industries, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LAMR,Lamar Advertising Company Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LAND,Gladstone Land Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LASR,"nLIGHT, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LAUR,"Laureate Education, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LBRDA,Liberty Broadband Corporation Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LBRDK,Liberty Broadband Corporation Class C Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LBTYA,Liberty Global Ltd. Class A Common Shares,NASDAQ,us_equity,active,True,True,True,True,True
LBTYK,Liberty Global Ltd. Class C Common Shares,NASDAQ,us_equity,active,True,True,True,True,True
LE,"Lands' End, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LECO,"Lincoln Electric Holdings, Inc. Common Shares",NASDAQ,us_equity,active,True,True,True,True,True
LEGH,Legacy Housing Corporation Common Stock (TX),NASDAQ,us_equity,active,True,True,True,True,True
LEGN,Legend Biotech Corporation American Depositary Shares,NASDAQ,us_equity,active,True,True,True,True,True
LENZ,"LENZ Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LESL,"Leslie's, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LFCR,"Lifecore Biomedical, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LFMD,"LifeMD, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LFST,"LifeStance Health Group, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LFUS,"Littelfuse, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LFVN,Lifevantage Corporation Common Stock (Delaware),NASDAQ,us_equity,active,True,True,True,True,True
LGIH,"LGI Homes, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LGND,Ligand Pharmaceuticals Incorporated Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LI,Li Auto Inc. American Depositary Shares,NASDAQ,us_equity,active,True,True,True,True,True
LIF,"Life360, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LILAK,Liberty Latin America Ltd. Class C Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LIN,Linde plc Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
LINC,Lincoln Educational Services Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LIND,Lindblad Expeditions Holdings Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LINE,"Lineage, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LITE,Lumentum Holdings Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LIVN,LivaNova PLC Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
LKFN,Lakeland Financial Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LKQ,LKQ Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LLYVA,Liberty Media Corporation Series A Liberty Live Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LLYVK,Liberty Media Corporation Series C Liberty Live Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LMAT,"LeMaitre Vascular, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LMB,"Limbach Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LMNR,Limoneira Co Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LNT,Alliant Energy Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LNTH,"Lantheus Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LOCO,"El Pollo Loco Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LOGI,Logitech International S.A. Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
LOPE,"Grand Canyon Education, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LOVE,The Lovesac Company Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LPLA,LPL Financial Holdings Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LPRO,Open Lending Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LQDA,Liquidia Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LQDT,"Liquidity Services, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LRCX,Lam Research Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LSAK,"Lesaka Technologies, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LSCC,Lattice Semiconductor Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LSTR,"Landstar System, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LTRN,Lantern Pharma Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LULU,lululemon athletica inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LUNG,Pulmonx Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LUNR,"Intuitive Machines, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LVHD,Franklin U.S. Low Volatility High Dividend Index ETF,NASDAQ,us_equity,active,True,True,True,True,True
LWAY,"Lifeway Foods, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LX,LexinFintech Holdings Ltd. American Depositary Shares,NASDAQ,us_equity,active,True,True,True,True,True
LXRX,"Lexicon Pharmaceuticals, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LYEL,"Lyell Immunopharma, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LYFT,"Lyft, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
LYTS,LSI Industries Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
LZ,"LegalZoom.com, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MAMA,"Mama's Creations, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MANH,"Manhattan Associates, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MAR,Marriott International Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MARA,"MARA Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MASI,Masimo Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MASS,908 Devices Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MAT,"Mattel, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MATW,Matthews International Corporation Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MBB,iShares MBS ETF,NASDAQ,us_equity,active,True,True,True,True,True
MBIN,Merchants Bancorp Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MBLY,Mobileye Global Inc. Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MBUU,"Malibu Boats, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MBWM,Mercantile Bank Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MBX,"MBX Biosciences, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MCBS,"MetroCity Bankshares, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MCFT,"MasterCraft Boat Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MCHB,Mechanics Bancorp Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MCHI,iShares MSCI China ETF,NASDAQ,us_equity,active,True,True,True,True,True
MCHP,Microchip Technology Incorporated Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MCRI,"Monarch Casino & Resort, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MCW,"Mister Car Wash, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MDB,"MongoDB, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MDGL,"Madrigal Pharmaceuticals, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MDIV,First Trust Exchange-Traded Fund VI Multi-Asset Diversified Income Index Fund,NASDAQ,us_equity,active,True,True,True,True,True
MDLZ,"Mondelez International, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MDXG,"MiMedx Group, Inc Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MEDP,"Medpace Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MELI,"MercadoLibre, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MEOH,Methanex Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MERC,Mercer International Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
META,"Meta Platforms, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
METC,"Ramaco Resources, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
METCB,"Ramaco Resources, Inc. Class B Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MFIC,MidCap Financial Investment Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MGEE,"MGE Energy, Inc",NASDAQ,us_equity,active,True,True,True,True,True
MGIC,Magic Software Enterprises Ltd. Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
MGNI,"Magnite, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MGNX,"MacroGenics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MGPI,"MGP Ingredients, Inc.",NASDAQ,us_equity,active,True,True,True,True,True
MGRC,McGrath RentCorp Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MGTX,MeiraGTx Holdings plc Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
MIDD,Middleby Corporation (The) Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MIRM,"Mirum Pharmaceuticals, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MITK,"Mitek Systems, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MKSI,MKS Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MKTX,"MarketAxess Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MLAB,"Mesa Laboratories, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MLCO,Melco Resorts & Entertainment Limited American Depositary Shares,NASDAQ,us_equity,active,True,True,True,True,True
MLKN,"MillerKnoll, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MLTX,MoonLake Immunotherapeutics Class A Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
MLYS,"Mineralys Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MMSI,"Merit Medical Systems, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MMYT,MakeMyTrip Limited Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
MNDY,monday.com Ltd. Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
MNKD,MannKind Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MNMD,Mind Medicine (MindMed) Inc. Common Shares,NASDAQ,us_equity,active,True,True,True,True,True
MNOV,Medicinova Inc Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MNRO,"Monro, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MNST,Monster Beverage Corporation,NASDAQ,us_equity,active,True,True,True,True,True
MNTK,"Montauk Renewables, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MOFG,MidWestOne Financial Gp Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MOMO,Hello Group Inc. American Depositary Shares,NASDAQ,us_equity,active,True,True,True,True,True
MORN,"Morningstar, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MPAA,"Motorcar Parts  of America, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MPB,Mid Penn Bancorp Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MPWR,"Monolithic Power Systems, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MQ,"Marqeta, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MRCY,Mercury Systems Inc Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MREO,Mereo BioPharma Group plc American Depositary Shares,NASDAQ,us_equity,active,True,True,True,True,True
MRNA,"Moderna, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MRTN,"Marten Transport, Ltd. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MRUS,Merus N.V. Common Shares,NASDAQ,us_equity,active,True,True,True,True,True
MRVI,"Maravai LifeSciences Holdings, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MRVL,"Marvell Technology, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MRX,Marex Group plc Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
MSBI,"Midland States Bancorp, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MSEX,Middlesex Water Company Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MSFT,Microsoft Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MSTR,Strategy Inc Common Stock Class A,NASDAQ,us_equity,active,True,True,True,True,True
MTCH,"Match Group, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MTLS,Materialise NV American Depositary Shares,NASDAQ,us_equity,active,True,True,True,True,True
MTRX,Matrix Service Company Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MTSI,"MACOM Technology Solutions Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MU,"Micron Technology, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MVBF,MVB Financial Corp. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
MXCT,"MaxCyte, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MXL,"MaxLinear, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MYGN,"Myriad Genetics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MYRG,"MYR Group, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
MZTI,The Marzetti Company Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NAGE,"Niagen Bioscience, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NAMS,NewAmsterdam Pharma Company N.V. Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
NAUT,"Nautilus Biotechnology, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NAVI,Navient Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NBBK,"NB Bancorp, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NBIS,Nebius Group N.V. Class A Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
NBIX,"Neurocrine Biosciences, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NBN,Northeast Bank Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NBTB,NBT Bancorp Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NCMI,"National CineMedia, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NCNO,"nCino, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NDAQ,"Nasdaq, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NDSN,Nordson Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NECB,"NorthEast Community Bancorp, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NEO,"NeoGenomics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NEOG,Neogen Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NESR,National Energy Services Reunited Corp Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
NEWT,"NewtekOne, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NEXT,NextDecade Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NFBK,"Northfield Bancorp, Inc. Common Stock (Delaware)",NASDAQ,us_equity,active,True,True,True,True,True
NFLX,"Netflix, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NHTC,Natural Health Trends Corp. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NICE,NICE Ltd American Depositary Shares,NASDAQ,us_equity,active,True,True,True,True,True
NIU,Niu Technologies American Depositary Shares,NASDAQ,us_equity,active,True,True,True,True,True
NKTX,"Nkarta, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NMFC,New Mountain Finance Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NMIH,NMI Holdings Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NMRK,"Newmark Group, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NN,NextNav Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NNDM,Nano Dimension Ltd. American Depositary Shares,NASDAQ,us_equity,active,True,True,True,True,True
NODK,"NI Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NOTV,"Inotiv, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NOVT,Novanta Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NPCE,"Neuropace, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NRC,National Research Corporation Common Stock (Delaware),NASDAQ,us_equity,active,True,True,True,True,True
NRDS,"NerdWallet, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NRIM,Northrim BanCorp Inc Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NRIX,"Nurix Therapeutics, Inc. Common stock",NASDAQ,us_equity,active,True,True,True,True,True
NSIT,"Insight Enterprises, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NSSC,"NAPCO Security Technologies, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NTAP,"NetApp, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NTCT,"NetScout Systems, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NTES,"NetEase, Inc. American Depositary Shares",NASDAQ,us_equity,active,True,True,True,True,True
NTGR,"NETGEAR, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NTLA,"Intellia Therapeutics, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NTNX,"Nutanix, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NTRA,"Natera, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NTRS,Northern Trust Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NUVL,"Nuvalent, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NVAX,"Novavax, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NVCR,NovoCure Limited Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
NVDA,NVIDIA Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NVEC,NVE Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NVMI,Nova Ltd. Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
NVTS,Navitas Semiconductor Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NVX,NOVONIX Limited American Depository Shares,NASDAQ,us_equity,active,True,True,True,True,True
NWBI,"Northwest Bancshares, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NWE,"NorthWestern Energy Group, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NWL,Newell Brands Inc. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NWPX,"NWPX Infrastructure, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NWS,News Corporation Class B Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NWSA,News Corporation Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NXPI,NXP Semiconductors N.V. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
NXST,"Nexstar Media Group, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
NXT,Nextpower Inc. Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
OABI,"OmniAb, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
OCFC,OceanFirst Financial Corp. Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
OCSL,Oaktree Specialty Lending Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
OCUL,"Ocular Therapeutix, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
ODD,ODDITY Tech Ltd. Class A Ordinary Shares,NASDAQ,us_equity,active,True,True,True,True,True
ODFL,"Old Dominion Freight Line, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
ODP,The ODP Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
OFIX,Orthofix Medical Inc. Common Stock (DE),NASDAQ,us_equity,active,True,True,True,True,True
OFLX,"Omega Flex, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
OKTA,"Okta, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
OKUR,"OnKure Therapeutics, Inc. Class A Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
OLED,Universal Display Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
OLLI,"Ollie's Bargain Outlet Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
OLMA,"Olema Pharmaceuticals, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
OLPX,"Olaplex Holdings, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
OM,"Outset Medical, Inc. Common Stock",NASDAQ,us_equity,active,True,True,True,True,True
OMAB,Grupo Aeroportuario del Centro Norte S.A.B. de C.V. ADS,NASDAQ,us_equity,active,True,True,True,True,True
OMCL,"Omnicell, Inc. Common Stock ($0.001 par value)",NASDAQ,us_equity,active,True,True,True,True,True
OMER,Omeros Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
ON,ON Semiconductor Corporation Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
ONB,Old National Bancorp Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
ONC,BeOne Medicines Ltd. American Depositary Shares,NASDAQ,us_equity,active,True,True,True,True,True
ONEQ,Fidelity Nasdaq Composite Index ETF,NASDAQ,us_equity,active,True,True,True,True,True
ONEW,OneWater Marine Inc. Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
OPAL,OPAL Fuels Inc. Class A Common Stock,NASDAQ,us_equity,active,True,True,True,True,True
